timestamp,iteration,train_period,test_period,fitness,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,volatility,downside_deviation,total_trades,win_rate,profit_factor,avg_win,avg_loss,winning_trades,losing_trades,largest_win,largest_loss,avg_trade_duration,max_consecutive_wins,max_consecutive_losses,recovery_factor,ulcer_index,calmar_ratio,final_portfolio_value,total_commission,error
2025-07-08T13:31:32.896717,0,2010-2024Nov,2025Jan-May,-1000.0,0.02061995815644191,0.0517183082296242,0.06888528516831077,0.24169191728761308,-0.19788458381812718,0.26135592390136736,0.46045114209987387,1.0,195,0.47692307692307695,1.1572075880382038,362.15048084536124,-285.33862901201655,93,102,0.0,0.0,4.98974358974359,15,15,0.0,0.0,0.26135592390136736,102061.99581564419,0.0,
2025-07-08T13:32:15.910487,0,2010-2014Nov,2015,-1000.0,0.15108680866140034,0.15173227024051505,0.9603048975628234,1.5532600347287242,-0.08949136983554112,1.6954961190040385,0.13717754702161883,1.0,344,0.6366279069767442,1.849180879186588,258.0727485478433,-244.51012907656113,219,125,0.0,0.0,5.683139534883721,18,8,0.0,0.0,1.6954961190040385,115108.68086614003,0.0,
2025-07-08T13:32:17.427008,0,2010-2015Nov,2016,-1000.0,0.2814845681633771,0.2814845681633771,2.696462796382666,4.592978996608298,-0.03442635146775201,8.176427537697407,0.09697317853380416,1.0,332,0.6475903614457831,2.5934846382603514,269.30149630571105,-190.8128792006551,215,117,0.0,0.0,4.828313253012048,16,11,0.0,0.0,8.176427537697407,128148.45681633771,0.0,
2025-07-08T13:32:18.967508,0,2010-2016Nov,2017,-1000.0,0.11005642547446337,0.11051828221644433,1.8215456091596338,2.795742702091307,-0.02923933509653798,3.779780964633837,0.049693118723612276,1.0,319,0.664576802507837,2.8939952567408245,145.33397004137223,-100.43829180635578,212,106,0.0,0.0,4.952978056426332,19,9,0.0,0.0,3.779780964633837,111005.64254744633,0.0,
2025-07-08T13:32:20.426160,0,2010-2017Nov,2018,-1000.0,-0.12734817551682853,-0.12829862902709532,-0.6711029985683629,-0.6385913236334371,-0.22335973366771775,-0.574403572749417,0.2209774495769723,1.0,332,0.5903614457831325,0.8297018713651726,178.85314548598103,-310.66453368482775,196,136,0.0,0.0,4.867469879518072,19,12,0.0,0.0,0.574403572749417,87265.18244831715,0.0,
2025-07-08T13:32:21.904833,0,2010-2018Nov,2019,-1000.0,0.08676910413056227,0.08712943937266404,0.5940911034928025,0.7404052036576311,-0.09117302855570701,0.955649283048963,0.11299519379770905,1.0,339,0.5693215339233039,1.0209836027878192,203.76700955238792,-265.64669150636564,193,145,0.0,0.0,4.849557522123894,12,11,0.0,0.0,0.955649283048963,108676.91041305623,0.0,
2025-07-08T13:32:23.384667,0,2010-2019Nov,2020,-1000.0,0.17603045836433617,0.17603045836433617,0.5567461008153249,0.7719352923656118,-0.1392356527881542,1.2642628151581616,0.2802542454016973,1.0,337,0.6023738872403561,1.5384140149271939,332.58021331976863,-329.964772766655,203,133,0.0,0.0,4.166172106824926,25,10,0.0,0.0,1.2642628151581616,117603.04583643362,0.0,
2025-07-08T13:32:24.874065,0,2010-2020Nov,2021,-1000.0,0.38697076147905474,0.3887795444104192,3.1787832378275347,4.85868156669557,-0.0437913363088182,8.8780013852222,0.11601280012488456,1.0,333,0.7087087087087087,2.9175395522585994,286.80484520191686,-239.17181554062873,236,97,0.0,0.0,4.771771771771772,25,7,0.0,0.0,8.8780013852222,138697.07614790546,0.0,
2025-07-08T13:32:26.341531,0,2010-2021Nov,2022,-1000.0,0.26879625190161893,0.27000025136219397,1.8779160219690412,2.8421347901945286,-0.05532027993601548,4.8806739892582165,0.1331264276131275,1.0,331,0.649546827794562,2.1028234112791133,339.5990458110747,-301.928616783594,215,115,0.0,0.0,4.02416918429003,19,8,0.0,0.0,4.8806739892582165,126879.6251901619,0.0,
2025-07-08T13:32:27.798153,0,2010-2022Nov,2023,-1000.0,0.08735839600880779,0.08808718125712578,0.7186027162530739,1.1775105985904784,-0.10037034482298804,0.8776215864603762,0.09474940703278273,1.0,326,0.5920245398773006,1.9130585603242778,302.93497629868364,-229.78772356392633,193,133,0.0,0.0,5.064417177914111,17,17,0.0,0.0,0.8776215864603762,108735.83960088078,0.0,
2025-07-08T13:32:29.301609,0,2010-2023Nov,2024,-1000.0,0.11315682173530783,0.11363234307218195,0.7848352257730732,1.1133332386142454,-0.07577454430125528,1.4996110385093997,0.11930191204141333,1.0,339,0.5457227138643068,1.4181856927900154,245.83957027749204,-208.24265679988758,185,154,0.0,0.0,4.994100294985251,14,15,0.0,0.0,1.4996110385093997,111315.68217353077,0.0,
2025-07-08T13:32:30.319697,0,2010-2024Nov,2025Jan-May,-1000.0,0.02061995815644191,0.0517183082296242,0.06888528516831077,0.24169191728761308,-0.19788458381812718,0.26135592390136736,0.46045114209987387,1.0,195,0.47692307692307695,1.1572075880382038,362.15048084536124,-285.33862901201655,93,102,0.0,0.0,4.98974358974359,15,15,0.0,0.0,0.26135592390136736,102061.99581564419,0.0,
